"family","binomial","collectDate","country","stateProv","county"
"Apocynaceae","Asclepias californica",1935-08-11,"United States","California","Los Angeles"
"Apocynaceae","Asclepias erosa",NA,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",1984-07-22,"United States","California","Plumas"
"Apocynaceae","Asclepias euphorbiifolia",1973-09-14,"Mexico","Chihuahua","Guachochic"
"Apocynaceae","Funastrum arenarium",1889-03-15,"Mexico","Baja California","Ensenada"
"Apocynaceae","Apocynum androsaemifolium",1956-07-20,"United States","California","Tuolumne"
"Apocynaceae","Apocynum androsaemifolium",1939-07-11,"United States","California","Trinity"
"Apocynaceae","Asclepias speciosa",1999-06-14,"United States","California","Tehama"
"Apocynaceae","Apocynum androsaemifolium",1969-08-18,"United States","California","Siskiyou"
"Apocynaceae","Asclepias brachystephana",1983-07-10,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Amsonia tomentosa",2004-06-30,"United States","Utah","Wayne"
"Apocynaceae","Apocynum androsaemifolium",1962-07-29,"United States","Oregon","Wallowa"
"Apocynaceae","Haplophyton crooksii",1926-11-10,"United States","Arizona","Pima"
"Apocynaceae","Apocynum androsaemifolium",1932-09-01,"United States","California","Tulare"
"Apocynaceae","Asclepias erosa",1991-06-05,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1933-07-29,"United States","California","Tuolumne"
"Apocynaceae","Marsdenia lanata",1970-12-13,"Mexico","Jalisco","Tomatlán"
"Apocynaceae","Asclepias hypoleuca",NA,"United States","Arizona","Maricopa"
"Apocynaceae","Apocynum cannabinum",1943-07-04,"Canada","British Columbia","East Kootenay"
"Apocynaceae","Amsonia tomentosa",NA,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",1936-05-15,"United States","California","Contra Costa"
"Apocynaceae","Funastrum cynanchoides",1997-05-25,"United States","California","Riverside"
"Apocynaceae","Asclepias erosa",2009-07-14,"United States","California","San Diego"
"Apocynaceae","Apocynum cannabinum",1994-09-30,"United States","California","San Bernardino"
"Apocynaceae","Asclepias linaria",1972-10-08,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Metastelma californicum",1985-03-01,"Mexico","Baja California","Ensenada"
"Apocynaceae","Apocynum androsaemifolium",1967-08-08,"United States","California","Siskiyou"
"Apocynaceae","Asclepias speciosa",1994-08-18,"United States","New Mexico","Socorro"
"Apocynaceae","Asclepias cordifolia",1894-12-31,"United States","California","Calaveras"
"Apocynaceae","Asclepias subulata",1974-11-08,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Marsdenia propinqua",1997-11-14,NA,NA,NA
"Apocynaceae","Laubertia contorta",1897-07-16,"Mexico","Sinaloa","El Rosario"
"Apocynaceae","Apocynum androsaemifolium",1999-07-07,"Canada","Alberta","Division No. 3"
"Apocynaceae","Apocynum cannabinum",2006-06-11,"United States","California","Glenn"
"Apocynaceae","Amsonia tomentosa",1980-06-02,"United States","Arizona","Mohave"
"Apocynaceae","Apocynum cannabinum",1977-06-19,"United States","New Mexico","Grant"
"Apocynaceae","Asclepias subverticillata",2003-08-26,"United States","New Mexico","Grant"
"Apocynaceae","Amsonia jonesii",2002-05-08,"United States","Colorado","Mesa"
"Apocynaceae","Asclepias cryptoceras",2008-04-23,"United States","Colorado","Mesa"
"Apocynaceae","Amsonia peeblesii",1935-06-02,"United States","Arizona","Coconino"
"Apocynaceae","Asclepias tuberosa",1926-07-28,"United States","Arizona","Pima"
"Apocynaceae","Polystemma guatemalense",1977-01-28,NA,NA,NA
"Apocynaceae","Asclepias fournieri",1994-07-04,"Mexico","Sonora","Yécora"
"Apocynaceae","Asclepias latifolia",1939-07-27,"United States","Arizona","Coconino"
"Apocynaceae","Asclepias speciosa",1955-06-28,"United States","California","Siskiyou"
"Apocynaceae","Apocynum cannabinum",1985-07-18,"United States","California","San Diego"
"Apocynaceae","Asclepias albicans",1905-05-01,"United States","California","Riverside"
"Apocynaceae","Funastrum cynanchoides",1983-11-15,"Mexico","Baja California","Mexicali"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","California","Placer"
"Apocynaceae","Marsdenia lanata",1979-12-18,"Mexico","Jalisco","Puerto Vallarta"
"Apocynaceae","Plumeria rubra",NA,NA,NA,NA
"Apocynaceae","Asclepias speciosa",1949-07-03,"United States","New Mexico","Otero"
"Apocynaceae","Asclepias lemmonii",1997-07-16,"Mexico","Chihuahua","Guerrero"
"Apocynaceae","Apocynum androsaemifolium",1950-06-24,"United States","Oregon","Wheeler"
"Apocynaceae","Apocynum cannabinum",1897-07-15,"United States","California","Lake"
"Apocynaceae","Matelea parvifolia",2002-04-06,"United States","California","San Diego"
"Apocynaceae","Asclepias cordifolia",1913-07-05,"United States","California","Mariposa"
"Apocynaceae","Apocynum androsaemifolium",1993-06-01,"United States","Washington","Okanogan"
"Apocynaceae","Plumeria rubra",1994-06-16,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Apocynum androsaemifolium",1951-07-31,"United States","Idaho","Valley"
"Apocynaceae","Amsonia tomentosa",1935-05-29,"United States","California","San Bernardino"
"Apocynaceae","Marsdenia carterae",1971-11-02,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Apocynum androsaemifolium",1903-07-31,"United States","California","San Bernardino"
"Apocynaceae","Asclepias angustifolia",1997-07-13,"Mexico","Sonora","Yécora"
"Apocynaceae","Apocynum androsaemifolium",1903-06-08,"United States","Oregon","Multnomah"
"Apocynaceae","Asclepias californica",1913-05-23,"United States","California","San Bernardino"
"Apocynaceae","Asclepias asperula",NA,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias subulata",1982-09-09,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",1978-08-31,"United States","Oregon","Douglas"
"Apocynaceae","Apocynum androsaemifolium",1974-07-27,"United States","California","Mono"
"Apocynaceae","Matelea parvifolia",1963-06-02,"Mexico","Baja California","Ensenada"
"Apocynaceae","Asclepias cryptoceras",2004-05-04,"United States","Utah","Garfield"
"Apocynaceae","Asclepias angustifolia",1986-04-26,"Mexico","Chihuahua","Ocampo"
"Apocynaceae","Asclepias subulata",1978-05-18,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias californica",1979-05-10,"United States","California","San Diego"
"Apocynaceae","Asclepias subverticillata",2004-05-19,"United States","New Mexico","Hidalgo"
"Apocynaceae","Amsonia tomentosa",1940-10-07,"United States","California","San Bernardino"
"Apocynaceae","Matelea producta",1953-05-24,"United States","New Mexico","Dona Ana"
"Apocynaceae","Apocynum androsaemifolium",1992-06-01,"United States","Montana","Judith Basin"
"Apocynaceae","Asclepias angustifolia",1976-06-04,"Mexico","Sonora","Yécora"
"Apocynaceae","Asclepias brachystephana",1997-06-07,"Mexico","Chihuahua","Buenaventura"
"Apocynaceae","Cynanchum utahense",2010-05-07,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",1983-02-19,"United States","California","Imperial"
"Apocynaceae","Asclepias subulata",2003-03-17,"United States","California","Imperial"
"Apocynaceae","Asclepias angustifolia",2000-05-05,"Mexico","Sonora","Arizpe"
"Apocynaceae","Dictyanthus altatensis",1969-08-23,"Mexico","Sonora","San Miguel de Horcasitas"
"Apocynaceae","Asclepias californica",1940-05-04,"United States","California","Merced"
"Apocynaceae","Asclepias californica",1937-07-03,"United States","California","Fresno"
"Apocynaceae","Asclepias californica",1989-03-31,"United States","California","Riverside"
"Apocynaceae","Cycladenia humilis",1988-05-07,"United States","California","Tehama"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","California","Kern"
"Apocynaceae","Apocynum cannabinum",1971-08-21,"United States","Arizona","Apache"
"Apocynaceae","Asclepias subulata",1912-09-26,"United States","Arizona","Yuma"
"Apocynaceae","Asclepias cryptoceras",1984-06-19,"United States","Nevada","Elko"
"Apocynaceae","Funastrum cynanchoides",1988-09-16,"United States","California","Orange"
"Apocynaceae","Apocynum androsaemifolium",1988-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Apocynum cannabinum",2011-06-01,"United States","California","Los Angeles"
"Apocynaceae","Asclepias asperula",2010-06-16,"United States","California","San Bernardino"
"Apocynaceae","Asclepias cryptoceras",1980-07-15,"United States","California","Mono"
"Apocynaceae","Asclepias cordifolia",1990-07-03,"United States","California","Fresno"
"Apocynaceae","Matelea parvifolia",1973-02-09,"Mexico","Baja California Sur","Mulegé"
"Apocynaceae","Apocynum androsaemifolium",1988-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Asclepias linaria",1975-10-14,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Asclepias asperula",1948-09-18,"United States","California","San Bernardino"
"Apocynaceae","Asclepias cordifolia",NA,"United States","California","Plumas"
"Apocynaceae","Funastrum clausum",1985-09-10,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1975-07-27,"United States","Oregon","Lane"
"Apocynaceae","Asclepias asperula",1977-06-24,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",2015-09-08,"United States","California","Imperial"
"Apocynaceae","Ochrosia compta",1959-12-30,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",2001-06-01,"United States","Oregon","Wasco"
"Apocynaceae","Apocynum cannabinum",1980-06-17,"United States","Arizona","Yavapai"
"Apocynaceae","Tabernaemontana amygdalifolia",1998-12-02,NA,NA,NA
"Apocynaceae","Cynanchum utahense",2012-04-15,"United States","California","Riverside"
"Apocynaceae","Amsonia tomentosa",2005-03-25,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",1994-07-19,"United States","California","San Bernardino"
"Apocynaceae","Polystemma guatemalense",1979-10-12,"Mexico","Jalisco","Puerto Vallarta"
"Apocynaceae","Asclepias speciosa",2007-07-31,"United States","California","Siskiyou"
"Apocynaceae","Asclepias vestita",2012-05-19,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subverticillata",1979-08-09,"United States","New Mexico","Rio Arriba"
"Apocynaceae","Asclepias vestita",1935-06-07,"United States","California","Madera"
"Apocynaceae","Apocynum androsaemifolium",1993-06-01,"United States","Washington","Okanogan"
"Apocynaceae","Asclepias albicans",1980-02-23,"Mexico","Baja California","Ensenada"
"Apocynaceae","Funastrum cynanchoides",1955-04-04,"United States","California","San Diego"
"Apocynaceae","Asclepias erosa",1976-10-07,"United States","California","San Bernardino"
"Apocynaceae","Asclepias vestita",1960-05-12,"United States","California","San Luis Obispo"
"Apocynaceae","Plumeria rubra",1998-12-01,NA,NA,NA
"Apocynaceae","Cynanchum utahense",2008-04-30,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subulata",1999-06-09,"United States","California","San Bernardino"
"Apocynaceae","Amsonia tomentosa",NA,"United States","California","Los Angeles"
"Apocynaceae","Apocynum androsaemifolium",1979-08-09,"United States","California","Modoc"
"Apocynaceae","Mandevilla foliosa",1983-08-26,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Amsonia grandiflora",1978-09-11,"United States","Arizona","Santa Cruz"
"Apocynaceae","Asclepias californica",1927-06-01,"United States","California","Fresno"
"Apocynaceae","Apocynum androsaemifolium",1930-08-06,"United States","California","Inyo"
"Apocynaceae","Asclepias solanoana",NA,"United States","California","Lake"
"Apocynaceae","Apocynum androsaemifolium",1967-06-23,"United States","Oregon","Lane"
"Apocynaceae","Asclepias californica",2005-06-08,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",1954-09-05,NA,NA,NA
"Apocynaceae","Cynanchum utahense",2009-03-28,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subverticillata",1998-07-14,"United States","Colorado","Mesa"
"Apocynaceae","Amsonia tomentosa",1932-05-13,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1957-06-08,"Canada","British Columbia","Central Kootenay"
"Apocynaceae","Metastelma californicum",2003-02-18,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Apocynum cannabinum",1991-08-01,"United States","Colorado","San Miguel"
"Apocynaceae","Apocynum androsaemifolium",1908-01-01,"United States","Oregon","Umatilla"
"Apocynaceae","Apocynum androsaemifolium",1935-08-01,"United States","Oregon","Lane"
"Apocynaceae","Apocynum cannabinum",1938-05-29,"United States","California","San Diego"
"Apocynaceae","Cycladenia humilis",1997-06-25,"United States","California","Los Angeles"
"Apocynaceae","Asclepias albicans",2007-10-25,"United States","California","Riverside"
"Apocynaceae","Asclepias speciosa",1974-07-17,"United States","Oregon","Wheeler"
"Apocynaceae","Asclepias nyctaginifolia",2013-09-22,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",2004-05-21,"United States","California","San Diego"
"Apocynaceae","Cycladenia humilis",1966-06-23,"United States","California","Glenn"
"Apocynaceae","Apocynum cannabinum",1928-07-07,"United States","California","Los Angeles"
"Apocynaceae","Apocynum androsaemifolium",1998-08-07,"United States","California","Tuolumne"
"Apocynaceae","Funastrum arenarium",1976-04-12,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias cordifolia",1899-12-31,"United States","California","Mariposa"
"Apocynaceae","Matelea cordifolia",1889-01-01,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Amsonia tomentosa",1989-03-20,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subulata",2003-05-03,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1936-07-24,"United States","California","Mono"
"Apocynaceae","Asclepias albicans",2001-04-15,"United States","Arizona","Yuma"
"Apocynaceae","Asclepias curassavica",1999-06-05,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Haplophyton crooksii",1999-08-09,"United States","Arizona","Pinal"
"Apocynaceae","Asclepias latifolia",1978-08-02,"United States","Arizona","Mohave"
"Apocynaceae","Cycladenia humilis",1896-06-10,"United States","California","Siskiyou"
"Apocynaceae","Asclepias cryptoceras",2011-05-26,"United States","California","Mono"
"Apocynaceae","Amsonia jonesii",1987-05-05,"United States","Utah","San Juan"
"Apocynaceae","Matelea petiolaris",1995-09-06,"Mexico","Sonora","Onavas"
"Apocynaceae","Asclepias vestita",1935-05-19,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",2001-05-11,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1917-07-04,"United States","California","Glenn"
"Apocynaceae","Cynanchum wigginsii",1976-09-01,"United States","Arizona","Santa Cruz"
"Apocynaceae","Apocynum cannabinum",1886-05-31,"United States","California","Inyo"
"Apocynaceae","Apocynum androsaemifolium",1932-07-15,"United States","California","Humboldt"
"Apocynaceae","Apocynum androsaemifolium",1936-06-20,"United States","Washington","Yakima"
"Apocynaceae","Alyxia stellata",1980-01-08,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1922-07-17,"United States","California","Lassen"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Haplophyton crooksii",2001-07-18,"Mexico","Sonora","Imuris"
"Apocynaceae","Apocynum cannabinum",1899-07-31,"United States","California","San Bernardino"
"Apocynaceae","Asclepias vestita",1972-04-08,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",2014-09-07,"United States","California","Kern"
"Apocynaceae","Cynanchum utahense",2001-07-09,"United States","Arizona","Mohave"
"Apocynaceae","Funastrum clausum",1975-11-25,"Mexico","Sinaloa","Ahome"
"Apocynaceae","Asclepias subulata",1969-11-22,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",1928-07-25,"United States","Oregon","Klamath"
"Apocynaceae","Apocynum androsaemifolium",1974-06-01,"Canada","British Columbia","Okanagan-Similkameen"
"Apocynaceae","Amsonia peeblesii",1981-06-01,"United States","Arizona","Navajo"
"Apocynaceae","Matelea pringlei",1995-01-27,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias brachystephana",1971-05-29,"United States","New Mexico","Lincoln"
